occurrenceID,verbatimMeasurementType,measurementType,measurementValue,measurementUnit
TANGO_2-DIV_26-S10_O18-3432,height,Height of sea urchin in mm,25,mm
TANGO_2-DIV_26-S10_O18-3432,d13C,"The δ13C measured in the Aristotle’s lantern muscles of the specimen, expressed in per mille and relative to the international reference Vienna Pee Dee Belemnite.",-10.92,per mille
TANGO_2-DIV_26-S10_O18-3432,d15N,"The δ15N measured in the Aristotle’s lantern muscles of the specimen, expressed in per mille and relative to the international reference Atmospheric Air.",9.29,per mille
TANGO_2-DIV_26-S10_O18-3432,d34S,"The δ34S measured in the Aristotle’s lantern muscles of the specimen, expressed in per mille and relative to the international reference Vienna Canyon Diablo Troilite.",15.48,per mille
TANGO_2-DIV_26-S10_O19-3433,sizeAmbitus,Size ambitus of sea urchin in mm,35,mm
TANGO_2-DIV_26-S10_O19-3433,height,Height of sea urchin in mm,22,mm
TANGO_2-DIV_26-S10_O19-3433,d13C,"The δ13C measured in the Aristotle’s lantern muscles of the specimen, expressed in per mille and relative to the international reference Vienna Pee Dee Belemnite.",-13.75,per mille
TANGO_2-DIV_26-S10_O19-3433,d15N,"The δ15N measured in the Aristotle’s lantern muscles of the specimen, expressed in per mille and relative to the international reference Atmospheric Air.",9.98,per mille
TANGO_2-DIV_26-S10_O19-3433,d34S,"The δ34S measured in the Aristotle’s lantern muscles of the specimen, expressed in per mille and relative to the international reference Vienna Canyon Diablo Troilite.",15.42,per mille
TANGO_2-DIV_26-S10_O22-3436,sizeAmbitus,Size ambitus of sea urchin in mm,39,mm
TANGO_2-DIV_26-S10_O22-3436,height,Height of sea urchin in mm,25,mm
TANGO_2-DIV_26-S10_O22-3436,d13C,"The δ13C measured in the Aristotle’s lantern muscles of the specimen, expressed in per mille and relative to the international reference Vienna Pee Dee Belemnite.",-10.32,per mille
TANGO_2-DIV_26-S10_O22-3436,d15N,"The δ15N measured in the Aristotle’s lantern muscles of the specimen, expressed in per mille and relative to the international reference Atmospheric Air.",9.67,per mille
TANGO_2-DIV_26-S10_O22-3436,d34S,"The δ34S measured in the Aristotle’s lantern muscles of the specimen, expressed in per mille and relative to the international reference Vienna Canyon Diablo Troilite.",15.79,per mille
TANGO_2-DIV_26-S10_O23-3437,sizeAmbitus,Size ambitus of sea urchin in mm,37,mm
TANGO_2-DIV_26-S10_O23-3437,height,Height of sea urchin in mm,23,mm
TANGO_2-DIV_26-S10_O23-3437,d13C,"The δ13C measured in the Aristotle’s lantern muscles of the specimen, expressed in per mille and relative to the international reference Vienna Pee Dee Belemnite.",-12.52,per mille
TANGO_2-DIV_26-S10_O23-3437,d15N,"The δ15N measured in the Aristotle’s lantern muscles of the specimen, expressed in per mille and relative to the international reference Atmospheric Air.",9.74,per mille
TANGO_2-DIV_26-S10_O23-3437,d34S,"The δ34S measured in the Aristotle’s lantern muscles of the specimen, expressed in per mille and relative to the international reference Vienna Canyon Diablo Troilite.",15.22,per mille
TANGO_2-DIV_34-S12_O1-3901,sizeAmbitus,Size ambitus of sea urchin in mm,34,mm
TANGO_2-DIV_34-S12_O1-3901,height,Height of sea urchin in mm,20,mm
TANGO_2-DIV_34-S12_O1-3901,d13C,"The δ13C measured in the Aristotle’s lantern muscles of the specimen, expressed in per mille and relative to the international reference Vienna Pee Dee Belemnite.",-12.13,per mille
TANGO_2-DIV_34-S12_O1-3901,d15N,"The δ15N measured in the Aristotle’s lantern muscles of the specimen, expressed in per mille and relative to the international reference Atmospheric Air.",9.18,per mille
TANGO_2-DIV_34-S12_O1-3901,d34S,"The δ34S measured in the Aristotle’s lantern muscles of the specimen, expressed in per mille and relative to the international reference Vienna Canyon Diablo Troilite.",15.49,per mille
TANGO_2-DIV_34-S12_O2-3902,sizeAmbitus,Size ambitus of sea urchin in mm,38,mm
TANGO_2-DIV_34-S12_O2-3902,height,Height of sea urchin in mm,20,mm
TANGO_2-DIV_34-S12_O2-3902,d13C,"The δ13C measured in the Aristotle’s lantern muscles of the specimen, expressed in per mille and relative to the international reference Vienna Pee Dee Belemnite.",-13.34,per mille
TANGO_2-DIV_34-S12_O2-3902,d15N,"The δ15N measured in the Aristotle’s lantern muscles of the specimen, expressed in per mille and relative to the international reference Atmospheric Air.",9.67,per mille
TANGO_2-DIV_34-S12_O2-3902,d34S,"The δ34S measured in the Aristotle’s lantern muscles of the specimen, expressed in per mille and relative to the international reference Vienna Canyon Diablo Troilite.",15.7,per mille
TANGO_2-DIV_34-S12_O3-3903,sizeAmbitus,Size ambitus of sea urchin in mm,37,mm
TANGO_2-DIV_34-S12_O3-3903,height,Height of sea urchin in mm,27,mm
TANGO_2-DIV_34-S12_O3-3903,d13C,"The δ13C measured in the Aristotle’s lantern muscles of the specimen, expressed in per mille and relative to the international reference Vienna Pee Dee Belemnite.",-10.19,per mille
TANGO_2-DIV_34-S12_O3-3903,d15N,"The δ15N measured in the Aristotle’s lantern muscles of the specimen, expressed in per mille and relative to the international reference Atmospheric Air.",9.27,per mille
TANGO_2-DIV_34-S12_O3-3903,d34S,"The δ34S measured in the Aristotle’s lantern muscles of the specimen, expressed in per mille and relative to the international reference Vienna Canyon Diablo Troilite.",16.5,per mille
TANGO_2-DIV_34-S12_O4-3904,sizeAmbitus,Size ambitus of sea urchin in mm,35,mm
TANGO_2-DIV_34-S12_O4-3904,height,Height of sea urchin in mm,20,mm
TANGO_2-DIV_34-S12_O4-3904,d13C,"The δ13C measured in the Aristotle’s lantern muscles of the specimen, expressed in per mille and relative to the international reference Vienna Pee Dee Belemnite.",-12.94,per mille
TANGO_2-DIV_34-S12_O4-3904,d15N,"The δ15N measured in the Aristotle’s lantern muscles of the specimen, expressed in per mille and relative to the international reference Atmospheric Air.",9.82,per mille
TANGO_2-DIV_34-S12_O4-3904,d34S,"The δ34S measured in the Aristotle’s lantern muscles of the specimen, expressed in per mille and relative to the international reference Vienna Canyon Diablo Troilite.",15.66,per mille
TANGO_2-DIV_34-S12_O5-3905,sizeAmbitus,Size ambitus of sea urchin in mm,43,mm
TANGO_2-DIV_34-S12_O5-3905,height,Height of sea urchin in mm,25,mm
TANGO_2-DIV_34-S12_O5-3905,d13C,"The δ13C measured in the Aristotle’s lantern muscles of the specimen, expressed in per mille and relative to the international reference Vienna Pee Dee Belemnite.",-11.34,per mille
TANGO_2-DIV_34-S12_O5-3905,d15N,"The δ15N measured in the Aristotle’s lantern muscles of the specimen, expressed in per mille and relative to the international reference Atmospheric Air.",8.92,per mille
TANGO_2-DIV_34-S12_O5-3905,d34S,"The δ34S measured in the Aristotle’s lantern muscles of the specimen, expressed in per mille and relative to the international reference Vienna Canyon Diablo Troilite.",16.57,per mille
TANGO_2-DIV_34-S12_O6-3906,sizeAmbitus,Size ambitus of sea urchin in mm,35,mm
TANGO_2-DIV_34-S12_O6-3906,height,Height of sea urchin in mm,19,mm
TANGO_2-DIV_34-S12_O6-3906,d13C,"The δ13C measured in the Aristotle’s lantern muscles of the specimen, expressed in per mille and relative to the international reference Vienna Pee Dee Belemnite.",-11.98,per mille
TANGO_2-DIV_34-S12_O6-3906,d15N,"The δ15N measured in the Aristotle’s lantern muscles of the specimen, expressed in per mille and relative to the international reference Atmospheric Air.",9.27,per mille
TANGO_2-DIV_34-S12_O6-3906,d34S,"The δ34S measured in the Aristotle’s lantern muscles of the specimen, expressed in per mille and relative to the international reference Vienna Canyon Diablo Troilite.",15.82,per mille
TANGO_2-DIV_34-S12_O7-3907,sizeAmbitus,Size ambitus of sea urchin in mm,40,mm
TANGO_2-DIV_34-S12_O7-3907,height,Height of sea urchin in mm,24,mm
TANGO_2-DIV_34-S12_O7-3907,d13C,"The δ13C measured in the Aristotle’s lantern muscles of the specimen, expressed in per mille and relative to the international reference Vienna Pee Dee Belemnite.",-12.82,per mille
TANGO_2-DIV_34-S12_O7-3907,d15N,"The δ15N measured in the Aristotle’s lantern muscles of the specimen, expressed in per mille and relative to the international reference Atmospheric Air.",9.16,per mille
TANGO_2-DIV_34-S12_O7-3907,d34S,"The δ34S measured in the Aristotle’s lantern muscles of the specimen, expressed in per mille and relative to the international reference Vienna Canyon Diablo Troilite.",16.64,per mille
TANGO_2-DIV_34-S12_O8-3908,sizeAmbitus,Size ambitus of sea urchin in mm,39,mm
TANGO_2-DIV_34-S12_O8-3908,height,Height of sea urchin in mm,22,mm
TANGO_2-DIV_34-S12_O8-3908,d13C,"The δ13C measured in the Aristotle’s lantern muscles of the specimen, expressed in per mille and relative to the international reference Vienna Pee Dee Belemnite.",-12.76,per mille
TANGO_2-DIV_34-S12_O8-3908,d15N,"The δ15N measured in the Aristotle’s lantern muscles of the specimen, expressed in per mille and relative to the international reference Atmospheric Air.",9.72,per mille
TANGO_2-DIV_34-S12_O8-3908,d34S,"The δ34S measured in the Aristotle’s lantern muscles of the specimen, expressed in per mille and relative to the international reference Vienna Canyon Diablo Troilite.",15.86,per mille
TANGO_2-DIV_34-S12_O9-3909,sizeAmbitus,Size ambitus of sea urchin in mm,35,mm
TANGO_2-DIV_34-S12_O9-3909,height,Height of sea urchin in mm,20,mm
TANGO_2-DIV_34-S12_O9-3909,d13C,"The δ13C measured in the Aristotle’s lantern muscles of the specimen, expressed in per mille and relative to the international reference Vienna Pee Dee Belemnite.",-12.26,per mille
TANGO_2-DIV_34-S12_O9-3909,d15N,"The δ15N measured in the Aristotle’s lantern muscles of the specimen, expressed in per mille and relative to the international reference Atmospheric Air.",9.44,per mille
TANGO_2-DIV_34-S12_O9-3909,d34S,"The δ34S measured in the Aristotle’s lantern muscles of the specimen, expressed in per mille and relative to the international reference Vienna Canyon Diablo Troilite.",16.61,per mille
TANGO_2-DIV_34-S12_O10-3910,sizeAmbitus,Size ambitus of sea urchin in mm,34,mm
TANGO_2-DIV_34-S12_O10-3910,height,Height of sea urchin in mm,22,mm
TANGO_2-DIV_34-S12_O10-3910,d13C,"The δ13C measured in the Aristotle’s lantern muscles of the specimen, expressed in per mille and relative to the international reference Vienna Pee Dee Belemnite.",-11.91,per mille
TANGO_2-DIV_34-S12_O10-3910,d15N,"The δ15N measured in the Aristotle’s lantern muscles of the specimen, expressed in per mille and relative to the international reference Atmospheric Air.",9.81,per mille
TANGO_2-DIV_34-S12_O10-3910,d34S,"The δ34S measured in the Aristotle’s lantern muscles of the specimen, expressed in per mille and relative to the international reference Vienna Canyon Diablo Troilite.",16.05,per mille
TANGO_2-DIV_34-S12_O11-3911,sizeAmbitus,Size ambitus of sea urchin in mm,36,mm
TANGO_2-DIV_34-S12_O11-3911,height,Height of sea urchin in mm,19,mm
TANGO_2-DIV_34-S12_O11-3911,d13C,"The δ13C measured in the Aristotle’s lantern muscles of the specimen, expressed in per mille and relative to the international reference Vienna Pee Dee Belemnite.",-12.72,per mille
TANGO_2-DIV_34-S12_O11-3911,d15N,"The δ15N measured in the Aristotle’s lantern muscles of the specimen, expressed in per mille and relative to the international reference Atmospheric Air.",9.31,per mille
TANGO_2-DIV_34-S12_O11-3911,d34S,"The δ34S measured in the Aristotle’s lantern muscles of the specimen, expressed in per mille and relative to the international reference Vienna Canyon Diablo Troilite.",16.23,per mille
TANGO_2-DIV_34-S12_O14-3914,sizeAmbitus,Size ambitus of sea urchin in mm,37,mm
TANGO_2-DIV_34-S12_O14-3914,height,Height of sea urchin in mm,27,mm
TANGO_2-DIV_34-S12_O14-3914,d13C,"The δ13C measured in the Aristotle’s lantern muscles of the specimen, expressed in per mille and relative to the international reference Vienna Pee Dee Belemnite.",-11.43,per mille
TANGO_2-DIV_34-S12_O14-3914,d15N,"The δ15N measured in the Aristotle’s lantern muscles of the specimen, expressed in per mille and relative to the international reference Atmospheric Air.",9.13,per mille
TANGO_2-DIV_34-S12_O14-3914,d34S,"The δ34S measured in the Aristotle’s lantern muscles of the specimen, expressed in per mille and relative to the international reference Vienna Canyon Diablo Troilite.",16.84,per mille
TANGO_2-DIV_34-S12_O15-3915,sizeAmbitus,Size ambitus of sea urchin in mm,36,mm
TANGO_2-DIV_34-S12_O15-3915,height,Height of sea urchin in mm,23,mm
TANGO_2-DIV_34-S12_O15-3915,d13C,"The δ13C measured in the Aristotle’s lantern muscles of the specimen, expressed in per mille and relative to the international reference Vienna Pee Dee Belemnite.",-12.73,per mille
TANGO_2-DIV_34-S12_O15-3915,d15N,"The δ15N measured in the Aristotle’s lantern muscles of the specimen, expressed in per mille and relative to the international reference Atmospheric Air.",9.08,per mille
TANGO_2-DIV_34-S12_O15-3915,d34S,"The δ34S measured in the Aristotle’s lantern muscles of the specimen, expressed in per mille and relative to the international reference Vienna Canyon Diablo Troilite.",16.82,per mille
TANGO_2-DIV_34-S12_O16-3916,sizeAmbitus,Size ambitus of sea urchin in mm,39,mm
TANGO_2-DIV_34-S12_O16-3916,height,Height of sea urchin in mm,27,mm
TANGO_2-DIV_34-S12_O16-3916,d13C,"The δ13C measured in the Aristotle’s lantern muscles of the specimen, expressed in per mille and relative to the international reference Vienna Pee Dee Belemnite.",-13.79,per mille
TANGO_2-DIV_34-S12_O16-3916,d15N,"The δ15N measured in the Aristotle’s lantern muscles of the specimen, expressed in per mille and relative to the international reference Atmospheric Air.",9.45,per mille
TANGO_2-DIV_34-S12_O16-3916,d34S,"The δ34S measured in the Aristotle’s lantern muscles of the specimen, expressed in per mille and relative to the international reference Vienna Canyon Diablo Troilite.",16.36,per mille
TANGO_2-DIV_34-S12_O17-3917,sizeAmbitus,Size ambitus of sea urchin in mm,33,mm
TANGO_2-DIV_34-S12_O17-3917,height,Height of sea urchin in mm,19,mm
TANGO_2-DIV_34-S12_O17-3917,d13C,"The δ13C measured in the Aristotle’s lantern muscles of the specimen, expressed in per mille and relative to the international reference Vienna Pee Dee Belemnite.",-11.71,per mille
TANGO_2-DIV_34-S12_O17-3917,d15N,"The δ15N measured in the Aristotle’s lantern muscles of the specimen, expressed in per mille and relative to the international reference Atmospheric Air.",9.24,per mille
TANGO_2-DIV_34-S12_O17-3917,d34S,"The δ34S measured in the Aristotle’s lantern muscles of the specimen, expressed in per mille and relative to the international reference Vienna Canyon Diablo Troilite.",13.97,per mille
TANGO_2-DIV_34-S12_O18-3918,sizeAmbitus,Size ambitus of sea urchin in mm,34,mm
TANGO_2-DIV_34-S12_O18-3918,height,Height of sea urchin in mm,21,mm
TANGO_2-DIV_34-S12_O18-3918,d13C,"The δ13C measured in the Aristotle’s lantern muscles of the specimen, expressed in per mille and relative to the international reference Vienna Pee Dee Belemnite.",-12.76,per mille
TANGO_2-DIV_34-S12_O18-3918,d15N,"The δ15N measured in the Aristotle’s lantern muscles of the specimen, expressed in per mille and relative to the international reference Atmospheric Air.",9.96,per mille
TANGO_2-DIV_34-S12_O18-3918,d34S,"The δ34S measured in the Aristotle’s lantern muscles of the specimen, expressed in per mille and relative to the international reference Vienna Canyon Diablo Troilite.",15.61,per mille
TANGO_2-DIV_34-S12_O19-3919,sizeAmbitus,Size ambitus of sea urchin in mm,34,mm
TANGO_2-DIV_34-S12_O19-3919,height,Height of sea urchin in mm,19,mm
TANGO_2-DIV_34-S12_O19-3919,d13C,"The δ13C measured in the Aristotle’s lantern muscles of the specimen, expressed in per mille and relative to the international reference Vienna Pee Dee Belemnite.",-12.45,per mille
TANGO_2-DIV_34-S12_O19-3919,d15N,"The δ15N measured in the Aristotle’s lantern muscles of the specimen, expressed in per mille and relative to the international reference Atmospheric Air.",9.17,per mille
TANGO_2-DIV_34-S12_O19-3919,d34S,"The δ34S measured in the Aristotle’s lantern muscles of the specimen, expressed in per mille and relative to the international reference Vienna Canyon Diablo Troilite.",16.78,per mille
TANGO_2-DIV_34-S12_O20-3920,sizeAmbitus,Size ambitus of sea urchin in mm,34,mm
TANGO_2-DIV_34-S12_O20-3920,height,Height of sea urchin in mm,19,mm
TANGO_2-DIV_34-S12_O20-3920,d13C,"The δ13C measured in the Aristotle’s lantern muscles of the specimen, expressed in per mille and relative to the international reference Vienna Pee Dee Belemnite.",-12.22,per mille
TANGO_2-DIV_34-S12_O20-3920,d15N,"The δ15N measured in the Aristotle’s lantern muscles of the specimen, expressed in per mille and relative to the international reference Atmospheric Air.",9.61,per mille
TANGO_2-DIV_34-S12_O20-3920,d34S,"The δ34S measured in the Aristotle’s lantern muscles of the specimen, expressed in per mille and relative to the international reference Vienna Canyon Diablo Troilite.",16.6,per mille
TANGO_2-DIV_34-S12_O21-3921,sizeAmbitus,Size ambitus of sea urchin in mm,43,mm
TANGO_2-DIV_34-S12_O21-3921,height,Height of sea urchin in mm,26,mm
TANGO_2-DIV_34-S12_O21-3921,d13C,"The δ13C measured in the Aristotle’s lantern muscles of the specimen, expressed in per mille and relative to the international reference Vienna Pee Dee Belemnite.",-12.97,per mille
TANGO_2-DIV_34-S12_O21-3921,d15N,"The δ15N measured in the Aristotle’s lantern muscles of the specimen, expressed in per mille and relative to the international reference Atmospheric Air.",9.64,per mille
TANGO_2-DIV_34-S12_O21-3921,d34S,"The δ34S measured in the Aristotle’s lantern muscles of the specimen, expressed in per mille and relative to the international reference Vienna Canyon Diablo Troilite.",15.02,per mille
TANGO_2-DIV_34-S12_O23-3923,sizeAmbitus,Size ambitus of sea urchin in mm,34,mm
TANGO_2-DIV_34-S12_O23-3923,height,Height of sea urchin in mm,22,mm
TANGO_2-DIV_34-S12_O23-3923,d13C,"The δ13C measured in the Aristotle’s lantern muscles of the specimen, expressed in per mille and relative to the international reference Vienna Pee Dee Belemnite.",-13.42,per mille
TANGO_2-DIV_34-S12_O23-3923,d15N,"The δ15N measured in the Aristotle’s lantern muscles of the specimen, expressed in per mille and relative to the international reference Atmospheric Air.",9.3,per mille
TANGO_2-DIV_34-S12_O23-3923,d34S,"The δ34S measured in the Aristotle’s lantern muscles of the specimen, expressed in per mille and relative to the international reference Vienna Canyon Diablo Troilite.",14.29,per mille
TANGO_2-DIV_UNKOWN-S11_O1-4020,sizeAmbitus,Size ambitus of sea urchin in mm,39,mm
TANGO_2-DIV_UNKOWN-S11_O1-4020,height,Height of sea urchin in mm,25,mm
TANGO_2-DIV_UNKOWN-S11_O1-4020,d13C,"The δ13C measured in the Aristotle’s lantern muscles of the specimen, expressed in per mille and relative to the international reference Vienna Pee Dee Belemnite.",-15.59,per mille
TANGO_2-DIV_UNKOWN-S11_O1-4020,d15N,"The δ15N measured in the Aristotle’s lantern muscles of the specimen, expressed in per mille and relative to the international reference Atmospheric Air.",9.62,per mille
TANGO_2-DIV_UNKOWN-S11_O1-4020,d34S,"The δ34S measured in the Aristotle’s lantern muscles of the specimen, expressed in per mille and relative to the international reference Vienna Canyon Diablo Troilite.",17.79,per mille
TANGO_2-DIV_UNKOWN-S11_O2-4021,sizeAmbitus,Size ambitus of sea urchin in mm,51,mm
TANGO_2-DIV_UNKOWN-S11_O2-4021,height,Height of sea urchin in mm,32,mm
TANGO_2-DIV_UNKOWN-S11_O2-4021,d13C,"The δ13C measured in the Aristotle’s lantern muscles of the specimen, expressed in per mille and relative to the international reference Vienna Pee Dee Belemnite.",-16.5,per mille
TANGO_2-DIV_UNKOWN-S11_O2-4021,d15N,"The δ15N measured in the Aristotle’s lantern muscles of the specimen, expressed in per mille and relative to the international reference Atmospheric Air.",10.05,per mille
TANGO_2-DIV_UNKOWN-S11_O2-4021,d34S,"The δ34S measured in the Aristotle’s lantern muscles of the specimen, expressed in per mille and relative to the international reference Vienna Canyon Diablo Troilite.",17.76,per mille
TANGO_2-DIV_UNKOWN-S11_O3-4022,sizeAmbitus,Size ambitus of sea urchin in mm,50,mm
TANGO_2-DIV_UNKOWN-S11_O3-4022,height,Height of sea urchin in mm,28,mm
TANGO_2-DIV_UNKOWN-S11_O3-4022,d13C,"The δ13C measured in the Aristotle’s lantern muscles of the specimen, expressed in per mille and relative to the international reference Vienna Pee Dee Belemnite.",-14.48,per mille
TANGO_2-DIV_UNKOWN-S11_O3-4022,d15N,"The δ15N measured in the Aristotle’s lantern muscles of the specimen, expressed in per mille and relative to the international reference Atmospheric Air.",9.37,per mille
TANGO_2-DIV_UNKOWN-S11_O3-4022,d34S,"The δ34S measured in the Aristotle’s lantern muscles of the specimen, expressed in per mille and relative to the international reference Vienna Canyon Diablo Troilite.",17.85,per mille
TANGO_2-DIV_UNKOWN-S11_O4-4023,sizeAmbitus,Size ambitus of sea urchin in mm,49,mm
TANGO_2-DIV_UNKOWN-S11_O4-4023,height,Height of sea urchin in mm,28,mm
TANGO_2-DIV_UNKOWN-S11_O4-4023,d13C,"The δ13C measured in the Aristotle’s lantern muscles of the specimen, expressed in per mille and relative to the international reference Vienna Pee Dee Belemnite.",-16.14,per mille
TANGO_2-DIV_UNKOWN-S11_O4-4023,d15N,"The δ15N measured in the Aristotle’s lantern muscles of the specimen, expressed in per mille and relative to the international reference Atmospheric Air.",10.1,per mille
TANGO_2-DIV_UNKOWN-S11_O4-4023,d34S,"The δ34S measured in the Aristotle’s lantern muscles of the specimen, expressed in per mille and relative to the international reference Vienna Canyon Diablo Troilite.",17.41,per mille
TANGO_2-DIV_UNKOWN-S11_O5-4024,sizeAmbitus,Size ambitus of sea urchin in mm,41,mm
TANGO_2-DIV_UNKOWN-S11_O5-4024,height,Height of sea urchin in mm,22,mm
TANGO_2-DIV_UNKOWN-S11_O5-4024,d13C,"The δ13C measured in the Aristotle’s lantern muscles of the specimen, expressed in per mille and relative to the international reference Vienna Pee Dee Belemnite.",-16.47,per mille
TANGO_2-DIV_UNKOWN-S11_O5-4024,d15N,"The δ15N measured in the Aristotle’s lantern muscles of the specimen, expressed in per mille and relative to the international reference Atmospheric Air.",9.31,per mille
TANGO_2-DIV_UNKOWN-S11_O5-4024,d34S,"The δ34S measured in the Aristotle’s lantern muscles of the specimen, expressed in per mille and relative to the international reference Vienna Canyon Diablo Troilite.",17.69,per mille
TANGO_2-DIV_UNKOWN-S11_O6-4025,sizeAmbitus,Size ambitus of sea urchin in mm,50,mm
TANGO_2-DIV_UNKOWN-S11_O6-4025,height,Height of sea urchin in mm,30,mm
TANGO_2-DIV_UNKOWN-S11_O6-4025,d13C,"The δ13C measured in the Aristotle’s lantern muscles of the specimen, expressed in per mille and relative to the international reference Vienna Pee Dee Belemnite.",-16.71,per mille
TANGO_2-DIV_UNKOWN-S11_O6-4025,d15N,"The δ15N measured in the Aristotle’s lantern muscles of the specimen, expressed in per mille and relative to the international reference Atmospheric Air.",9.8,per mille
TANGO_2-DIV_UNKOWN-S11_O6-4025,d34S,"The δ34S measured in the Aristotle’s lantern muscles of the specimen, expressed in per mille and relative to the international reference Vienna Canyon Diablo Troilite.",17.82,per mille
TANGO_2-DIV_UNKOWN-S11_O7-4026,sizeAmbitus,Size ambitus of sea urchin in mm,45,mm
TANGO_2-DIV_UNKOWN-S11_O7-4026,height,Height of sea urchin in mm,27,mm
TANGO_2-DIV_UNKOWN-S11_O7-4026,d13C,"The δ13C measured in the Aristotle’s lantern muscles of the specimen, expressed in per mille and relative to the international reference Vienna Pee Dee Belemnite.",-16.1,per mille
TANGO_2-DIV_UNKOWN-S11_O7-4026,d15N,"The δ15N measured in the Aristotle’s lantern muscles of the specimen, expressed in per mille and relative to the international reference Atmospheric Air.",10.08,per mille
TANGO_2-DIV_UNKOWN-S11_O7-4026,d34S,"The δ34S measured in the Aristotle’s lantern muscles of the specimen, expressed in per mille and relative to the international reference Vienna Canyon Diablo Troilite.",16.42,per mille
TANGO_2-DIV_UNKOWN-S11_O8-4027,sizeAmbitus,Size ambitus of sea urchin in mm,45,mm
TANGO_2-DIV_UNKOWN-S11_O8-4027,height,Height of sea urchin in mm,28,mm
TANGO_2-DIV_UNKOWN-S11_O8-4027,d13C,"The δ13C measured in the Aristotle’s lantern muscles of the specimen, expressed in per mille and relative to the international reference Vienna Pee Dee Belemnite.",-16.13,per mille
TANGO_2-DIV_UNKOWN-S11_O8-4027,d15N,"The δ15N measured in the Aristotle’s lantern muscles of the specimen, expressed in per mille and relative to the international reference Atmospheric Air.",9.86,per mille
TANGO_2-DIV_UNKOWN-S11_O8-4027,d34S,"The δ34S measured in the Aristotle’s lantern muscles of the specimen, expressed in per mille and relative to the international reference Vienna Canyon Diablo Troilite.",17.13,per mille
TANGO_2-DIV_UNKOWN-S11_O9-4028,sizeAmbitus,Size ambitus of sea urchin in mm,42,mm
TANGO_2-DIV_UNKOWN-S11_O9-4028,height,Height of sea urchin in mm,25,mm
TANGO_2-DIV_UNKOWN-S11_O9-4028,d13C,"The δ13C measured in the Aristotle’s lantern muscles of the specimen, expressed in per mille and relative to the international reference Vienna Pee Dee Belemnite.",-16.6,per mille
TANGO_2-DIV_UNKOWN-S11_O9-4028,d15N,"The δ15N measured in the Aristotle’s lantern muscles of the specimen, expressed in per mille and relative to the international reference Atmospheric Air.",9.57,per mille
TANGO_2-DIV_UNKOWN-S11_O9-4028,d34S,"The δ34S measured in the Aristotle’s lantern muscles of the specimen, expressed in per mille and relative to the international reference Vienna Canyon Diablo Troilite.",17.78,per mille
TANGO_2-DIV_UNKOWN-S11_O10-4029,sizeAmbitus,Size ambitus of sea urchin in mm,44,mm
TANGO_2-DIV_UNKOWN-S11_O10-4029,height,Height of sea urchin in mm,28,mm
TANGO_2-DIV_UNKOWN-S11_O10-4029,d13C,"The δ13C measured in the Aristotle’s lantern muscles of the specimen, expressed in per mille and relative to the international reference Vienna Pee Dee Belemnite.",-16.34,per mille
TANGO_2-DIV_UNKOWN-S11_O10-4029,d15N,"The δ15N measured in the Aristotle’s lantern muscles of the specimen, expressed in per mille and relative to the international reference Atmospheric Air.",9.89,per mille
TANGO_2-DIV_UNKOWN-S11_O10-4029,d34S,"The δ34S measured in the Aristotle’s lantern muscles of the specimen, expressed in per mille and relative to the international reference Vienna Canyon Diablo Troilite.",17.4,per mille
TANGO_2-DIV_UNKOWN-S11_O12-4031,sizeAmbitus,Size ambitus of sea urchin in mm,47,mm
TANGO_2-DIV_UNKOWN-S11_O12-4031,height,Height of sea urchin in mm,28,mm
TANGO_2-DIV_UNKOWN-S11_O12-4031,d13C,"The δ13C measured in the Aristotle’s lantern muscles of the specimen, expressed in per mille and relative to the international reference Vienna Pee Dee Belemnite.",-16.83,per mille
TANGO_2-DIV_UNKOWN-S11_O12-4031,d15N,"The δ15N measured in the Aristotle’s lantern muscles of the specimen, expressed in per mille and relative to the international reference Atmospheric Air.",9.98,per mille
TANGO_2-DIV_UNKOWN-S11_O12-4031,d34S,"The δ34S measured in the Aristotle’s lantern muscles of the specimen, expressed in per mille and relative to the international reference Vienna Canyon Diablo Troilite.",17.37,per mille
TANGO_2-DIV_UNKOWN-S11_O13-4032,sizeAmbitus,Size ambitus of sea urchin in mm,44,mm
TANGO_2-DIV_UNKOWN-S11_O13-4032,height,Height of sea urchin in mm,28,mm
TANGO_2-DIV_UNKOWN-S11_O13-4032,d13C,"The δ13C measured in the Aristotle’s lantern muscles of the specimen, expressed in per mille and relative to the international reference Vienna Pee Dee Belemnite.",-15.19,per mille
TANGO_2-DIV_UNKOWN-S11_O13-4032,d15N,"The δ15N measured in the Aristotle’s lantern muscles of the specimen, expressed in per mille and relative to the international reference Atmospheric Air.",9.73,per mille
TANGO_2-DIV_UNKOWN-S11_O13-4032,d34S,"The δ34S measured in the Aristotle’s lantern muscles of the specimen, expressed in per mille and relative to the international reference Vienna Canyon Diablo Troilite.",17.1,per mille
TANGO_2-DIV_UNKOWN-S11_O14-4033,sizeAmbitus,Size ambitus of sea urchin in mm,41,mm
TANGO_2-DIV_UNKOWN-S11_O14-4033,height,Height of sea urchin in mm,24,mm
TANGO_2-DIV_UNKOWN-S11_O14-4033,d13C,"The δ13C measured in the Aristotle’s lantern muscles of the specimen, expressed in per mille and relative to the international reference Vienna Pee Dee Belemnite.",-16.65,per mille
